From;To;Type;Through;start_x;start_y;stop_x;stop_y;adjacency_rule_name;Comment
16802;10184;sea;2899;-1;-1;-1;-1;;Basilan-Sulu
16803;10184;sea;2899;-1;-1;-1;-1;;Tawi Tawi-Sulu
16803;1306;sea;2899;-1;-1;-1;-1;;Tawi Tawi-Borneo
12279;4377;sea;8572;-1;-1;-1;-1;;Luzon-Catanduanes
8241;14277;sea;2236;-1;-1;-1;-1;;South Island-Stewart Island
12960;14834;sea;2580;-1;-1;-1;-1;;West Falkland-East Falkland
7157;14285;sea;5664;-1;-1;-1;-1;;Kanto-Izu Islands
15297;14285;sea;5664;-1;-1;-1;-1;;Izu Islands
15297;15296;sea;5664;-1;-1;-1;-1;;Izu Islands
15295;15296;sea;5664;-1;-1;-1;-1;;Izu Islands
9998;4184;sea;5664;-1;-1;-1;-1;;Tokyo Bay Crossing
12213;14282;sea;8676;-1;-1;-1;-1;;Luzon-Babuyan
16808;14282;sea;8676;-1;-1;-1;-1;;Batanes-Babuyan
394;14317;sea;2431;-1;-1;-1;-1;;Jylland-Læsø
13067;15549;sea;5512;-1;-1;-1;-1;;Aleutian Islands
13067;12207;sea;8307;-1;-1;-1;-1;;Aleutian Islands
1135;15604;sea;2795;-1;-1;-1;-1;;Aleutian Islands
15637;15604;sea;3450;-1;-1;-1;-1;;Aleutian Islands
13090;15670;sea;6271;-1;-1;-1;-1;;Aleutian Islands
15675;15670;sea;2581;-1;-1;-1;-1;;Aleutian Islands
10272;7419;sea;2971;-1;-1;-1;-1;;Mindoro-Palawan
10145;10143;sea;8774;-1;-1;-1;-1;;Borneo-Palawan
16805;16806;sea;2876;-1;-1;-1;-1;;Mindoro-Marinduque
10306;16806;sea;2876;-1;-1;-1;-1;;Luzon-Marinduque
1224;4373;sea;16800;-1;-1;-1;-1;;Leyte-Samar
9097;14696;sea;15881;-1;-1;-1;-1;;Ingria-Kronstadt
13320;14696;sea;15881;-1;-1;-1;-1;;Leningrad-Kronstadt
1091;14791;sea;5322;-1;-1;-1;-1;;Taiwan-Penghu
7071;14792;sea;5345;-1;-1;-1;-1;;Xiamen-Kinmen
4196;14747;sea;5322;-1;-1;-1;-1;;Fuzhou-Lienchiang
14748;9974;sea;2804;-1;-1;-1;-1;;Zhoushan-Ningbo
4647;10254;sea;7910;-1;-1;-1;-1;;Bahamas 1
16663;10254;sea;7910;-1;-1;-1;-1;;Bahamas 2
10254;7245;sea;7910;-1;-1;-1;-1;;Bahamas 3
7245;1513;sea;7910;-1;-1;-1;-1;;Bahamas 4
13699;1513;sea;7230;-1;-1;-1;-1;;Bahamas-Turks and Caicos
12702;10868;sea;2691;-1;-1;-1;-1;;Dammam-Bahrain
14709;10868;sea;2691;-1;-1;-1;-1;;Qatar-Bahrain
14303;10564;sea;2250;-1;-1;-1;-1;;Cook Islands
12530;6192;sea;15789;-1;-1;-1;-1;;Kolguyev Island-Russia
373;15543;sea;2361;-1;-1;-1;-1;;St. Pierre & Miquelon-Newfoundland
11198;3090;sea;2530;-1;-1;-1;-1;;Sognefjorden Crossing
1759;12645;sea;4679;-1;-1;-1;-1;;Australia-Tasmania
13734;6196;sea;8450;-1;-1;-1;-1;;Orkney-Shetland
16872;3917;sea;13186;-1;-1;-1;-1;;Virginia-Eastern Shore
788;16876;sea;13186;-1;-1;-1;-1;;Norfolk-Newport News (Virginia)
16880;11892;sea;13186;-1;-1;-1;-1;;Virginia-Maryland Potomac Crossing
13209;16362;sea;13186;-1;-1;-1;-1;;Annapolis-Delmarva (Maryland)
10409;4468;sea;5320;-1;-1;-1;-1;;Maluku-West Papua
16321;12234;sea;234;-1;-1;-1;-1;;Rote-Nusa Tenggara
16321;1355;sea;234;-1;-1;-1;-1;;Rote-Timor
7145;14372;sea;2684;-1;-1;-1;-1;;Japan-Oki Islands
10201;7265;sea;7479;-1;-1;-1;-1;;Ceylon-India
7003;10007;sea;7226;-1;-1;-1;-1;;Dodecanese
6322;6067;sea;1885;-1;-1;-1;-1;;Saaremaa-Courland
4421;10234;sea;7010;-1;-1;-1;-1;;New Ireland-Bougainville
11584;14578;sea;5786;-1;-1;-1;-1;;Venice
11584;14577;sea;5786;-1;-1;-1;-1;;Venice
9671;677;sea;15206;-1;-1;-1;-1;;San Francisco-Marin/Golden Gate Bridge
9671;3678;sea;15206;-1;-1;-1;-1;;San Francisco-Oakland
677;3678;sea;15206;-1;-1;-1;-1;;Marin-Oakland
14627;14628;sea;5701;-1;-1;-1;-1;;Juan Fernandez Islands
14374;14373;sea;7932;-1;-1;-1;-1;;Ulleung-Liancourt Rocks
14213;11767;sea;5864;-1;-1;-1;-1;;Saseno-Albania
14741;4205;sea;8445;-1;-1;-1;-1;;Liugong Island
4579;5226;sea;5290;-1;-1;-1;-1;;Aru Islands
13218;14258;sea;2928;-1;-1;-1;-1;;Tujuh 1
13218;12243;sea;2928;-1;-1;-1;-1;;Tujuh 2
2177;1644;sea;5364;-1;-1;-1;-1;;Torres Strait Islands
7808;11928;sea;8396;-1;-1;-1;-1;;Chongming Island
7808;7014;sea;8396;-1;-1;-1;-1;;Chongming Island
7808;14860;sea;8396;-1;-1;-1;-1;;Chongming Island
4744;14403;sea;2287;-1;-1;-1;-1;;Anadyr
4855;4006;sea;5391;-1;-1;-1;-1;;New Siberian Islands-Mainland
13059;11122;sea;15035;-1;-1;-1;-1;;Severnaya Zemlya-Mainland
15276;15271;sea;2875;-1;-1;-1;-1;;Los Angeles-Channel Islands
15326;15325;sea;8568;-1;-1;-1;-1;;Ogasawara Islands
1183;15327;sea;8150;-1;-1;-1;-1;;Kyushu-Amakusa
9950;15327;sea;8150;-1;-1;-1;-1;;Nagasaki-Amakusa
1158;15328;sea;2708;-1;-1;-1;-1;;Kyushu-Goto
15390;15389;sea;5417;-1;-1;-1;-1;;Saint Paul-Amsterdam
2188;15396;sea;5901;-1;-1;-1;-1;;Seychelles
15393;15396;sea;5875;-1;-1;-1;-1;;Seychelles
15393;15395;sea;5492;-1;-1;-1;-1;;Seychelles
13018;13017;sea;2955;-1;-1;-1;-1;;Reunion-Mauritius
15022;14485;sea;15021;-1;-1;-1;-1;;Franz Josef Land
13583;7982;sea;2919;-1;-1;-1;-1;;Qeshm-Abu Musa
13076;1684;sea;2703;-1;-1;-1;-1;;Labytnangi-Salekhard Crossing
11188;35;sea;13098;-1;-1;-1;-1;;Eskilstuna-Västerås
5205;10233;sea;14805;-1;-1;-1;-1;;Upper Michigan-Lower Michigan
15516;15524;sea;8614;-1;-1;-1;-1;;Nova Scotia-Cape Breton Island
14227;15652;sea;13187;-1;-1;-1;-1;;Lake Winnipeg crossing
15527;763;sea;13201;-1;-1;-1;-1;;Northern Ontario-Manitoulin
6610;763;sea;13201;-1;-1;-1;-1;;Southern Ontario-Manitoulin
5205;763;sea;13201;-1;-1;-1;-1;;Upper Michigan-Manitoulin
4135;9945;sea;5407;-1;-1;-1;-1;;Gibraltar-Ceuta
14215;15800;sea;15972;-1;-1;-1;-1;;Longyearbyen-Pyramiden
6132;3122;sea;411;-1;-1;-1;-1;;Kvarken
5209;15994;sea;8913;-1;-1;-1;-1;;Magellan Strait crossing
16017;16019;sea;16008;-1;-1;-1;-1;;Chiloé Island-Chile
16094;16095;sea;16092;-1;-1;-1;-1;;Cape Verde
16094;13014;sea;16092;-1;-1;-1;-1;;Cape Verde
12772;5088;sea;16131;-1;-1;-1;-1;;Maracaibo-Cabimas
2031;16290;sea;5814;-1;-1;-1;-1;;Honduras-Bay Islands
16344;16347;sea;16346;-1;-1;-1;-1;;Afsluitsdijk-Texel
3878;16367;sea;16183;-1;-1;-1;-1;;Manhattan-Staten Island
6882;16367;sea;16183;-1;-1;-1;-1;;New Jersey-Staten Island
1205;4193;sea;15982;-1;-1;-1;-1;;Western Greece-Peloponnese
3137;16516;sea;13107;-1;-1;-1;-1;;Finland Lake Crossings
3137;11172;sea;13107;-1;-1;-1;-1;;Finland Lake Crossings
6047;3025;sea;13107;-1;-1;-1;-1;;Finland Lake Crossings
52;3013;sea;13104;-1;-1;-1;-1;;Finland Lake Crossings
139;37;sea;13115;-1;-1;-1;-1;;Finland Lake Crossings
139;3030;sea;13115;-1;-1;-1;-1;;Finland Lake Crossings
9061;3068;sea;13115;-1;-1;-1;-1;;Finland Lake Crossings
6210;3068;sea;13115;-1;-1;-1;-1;;Finland Lake Crossings
11033;9056;sea;13103;-1;-1;-1;-1;;Finland Lake Crossings
9219;6141;sea;13103;-1;-1;-1;-1;;Finland Lake Crossings
11138;67;sea;13101;-1;-1;-1;-1;;Finland Lake Crossings
37;3131;sea;13104;-1;-1;-1;-1;;Finland Lake Crossings
11141;9104;sea;13111;-1;-1;-1;-1;;Finland Lake Crossings
6033;37;sea;13104;-1;-1;-1;-1;;Finland Lake Crossings
6033;11076;sea;13111;-1;-1;-1;-1;;Finland Lake Crossings
10980;16745;sea;2694;-1;-1;-1;-1;;Rio de Janeiro-Niteroi
3022;6116;sea;5942;-1;-1;-1;-1;;Trondheim Crossing
3088;6071;sea;15973;-1;-1;-1;-1;;Mo i Rana Crossing
16763;9126;sea;15973;-1;-1;-1;-1;;Glomfjord-Bodo
6363;4681;sea;8314;-1;-1;-1;-1;;Wales-Anglesey
11446;16797;sea;2977;-1;-1;-1;-1;;England-Isle of Wight
6384;16906;sea;3990;-1;-1;-1;-1;;Liverpool-Wirral
6727;11670;sea;16316;-1;-1;-1;-1;;Budjak-Odesa
3738;721;sea;16316;-1;-1;-1;-1;;Ochakiv-Kinburn Peninsula
65;122;sea;2530;-1;-1;-1;-1;;Bergen-Leirvik
53;3105;sea;1227;-1;-1;-1;-1;;Stavanger-Haugesund
16760;188;sea;5942;-1;-1;-1;-1;;Sogn-Romsdal crossing
1280;12484;sea;3827;-1;-1;-1;-1;;Pitcairn Islands
1280;13064;sea;3827;-1;-1;-1;-1;;Pitcairn Islands
4635;13064;sea;3827;-1;-1;-1;-1;;Pitcairn Islands
9195;16930;sea;3086;-1;-1;-1;-1;;Karelia-Solovetsky Islands
3080;16930;sea;3086;-1;-1;-1;-1;;Karelia-Solovetsky Islands
7315;16898;sea;5257;-1;-1;-1;-1;;Seattle-Kitsap Peninsula
4296;16898;sea;5257;-1;-1;-1;-1;;Olympic Peninsula-Kitsap Peninsula
4296;16902;sea;5257;-1;-1;-1;-1;;Olympic Peninsula-Island County
10183;4398;sea;5335;-1;-1;-1;-1;;Washington-Oregon coastal bridge
13203;15688;sea;917;-1;-1;-1;-1;;Overland Trail (Skagway-Yukon)
6157;9115;sea;15792;-1;-1;-1;-1;;Silberfuchs Battlefield (Murmansk Bay crossing)
6157;11031;sea;15792;-1;-1;-1;-1;;Silberfuchs Battlefield (Polyarny-Rybachiy supply line)
9230;105;sea;9121;-1;-1;-1;-1;;River Ferry (Pechora-Naryan Mar)
14785;10846;sea;15052;-1;-1;-1;-1;;River Ferry (Leticia-Puerto Asis)
14603;8149;sea;12869;-1;-1;-1;-1;;River Ferry (Leticia-Iquitos)
14781;8149;sea;10970;-1;-1;-1;-1;;River Ferry (Yurimaguas-Iquitos)
2226;8149;sea;14784;-1;-1;-1;-1;;River Ferry (Pucallpa-Iquitos)
8075;8149;sea;12869;-1;-1;-1;-1;;River Ferry (Puerto Francisco de Orellana-Iquitos)
14602;8254;sea;8185;-1;-1;-1;-1;;River Ferry (Tabatinga-Tefe)
14507;8254;sea;14509;-1;-1;-1;-1;;River Ferry (Manaus-Tefe)
14507;12939;sea;12965;-1;-1;-1;-1;;River Ferry (Manaus-Puerto Velho)
14507;2035;sea;14506;-1;-1;-1;-1;;River Ferry (Manaus-Santarem)
14513;2035;sea;8172;-1;-1;-1;-1;;River Ferry (Macapa-Santarem)
14453;10071;sea;14456;-1;-1;-1;-1;;River Ferry (Leopoldville-Coquilhatville)
14477;10071;sea;14469;-1;-1;-1;-1;;River Ferry (CongoUbangi-Coquilhatville)
3109;10071;sea;13811;-1;-1;-1;-1;;River Ferry (Brazzaville-Coquilhatville)
3109;13818;sea;13811;-1;-1;-1;-1;;River Ferry (Brazzaville-Bangui)
10641;7828;sea;1792;-1;-1;-1;-1;;River Ferry (Yakutsk placeholder)
10262;9041;sea;6105;-1;-1;-1;-1;;River Ferry (Kuloy River Infiltration Path, Mezen to Pinega)
7738;6016;impassable;-1;-1;-1;-1;-1;;Northern Urals (remove later)
7738;7824;impassable;-1;-1;-1;-1;-1;;Northern Urals (remove later)
1744;7824;impassable;-1;-1;-1;-1;-1;;Northern Urals (remove later)
12659;4802;impassable;-1;-1;-1;-1;-1;;Northern Urals (remove later)
12659;4874;impassable;-1;-1;-1;-1;-1;;Northern Urals (remove later)
10216;4874;impassable;-1;-1;-1;-1;-1;;Northern Urals (remove later)
10216;278;impassable;-1;-1;-1;-1;-1;;Northern Urals (remove later)
10825;1991;impassable;-1;-1;-1;-1;-1;;Himalayas
10910;1991;impassable;-1;-1;-1;-1;-1;;Himalayas
10910;12807;impassable;-1;-1;-1;-1;-1;;Himalayas
12730;5018;impassable;-1;-1;-1;-1;-1;;Himalayas
10810;5018;impassable;-1;-1;-1;-1;-1;;Himalayas
1996;5018;impassable;-1;-1;-1;-1;-1;;Himalayas
1996;8041;impassable;-1;-1;-1;-1;-1;;Himalayas
5102;1996;impassable;-1;-1;-1;-1;-1;;Himalayas
1898;1961;impassable;-1;-1;-1;-1;-1;;Himalayas
3989;1961;impassable;-1;-1;-1;-1;-1;;Himalayas
1129;1961;impassable;-1;-1;-1;-1;-1;;Himalayas
12892;4900;impassable;-1;-1;-1;-1;-1;;Himalayas
12892;12807;impassable;-1;-1;-1;-1;-1;;Himalayas
12892;4435;impassable;-1;-1;-1;-1;-1;;Himalayas
13981;4435;impassable;-1;-1;-1;-1;-1;;Himalayas
13982;12807;impassable;-1;-1;-1;-1;-1;;Himalayas
4900;4435;impassable;-1;-1;-1;-1;-1;;Himalayas
14812;1961;impassable;-1;-1;-1;-1;-1;;Himalayas
13986;1991;impassable;-1;-1;-1;-1;-1;;Himalayas
1129;12884;impassable;-1;-1;-1;-1;-1;;Himalayas
12884;1961;impassable;-1;-1;-1;-1;-1;;Himalayas
12884;10802;impassable;-1;-1;-1;-1;-1;;Himalayas
12884;14327;impassable;-1;-1;-1;-1;-1;;Himalayas
7273;14322;impassable;-1;-1;-1;-1;-1;;Himalayas
12801;4973;impassable;-1;-1;-1;-1;-1;;Himalayas
12801;10911;impassable;-1;-1;-1;-1;-1;;Himalayas
2014;13978;impassable;-1;-1;-1;-1;-1;;Himalayas
2098;13978;impassable;-1;-1;-1;-1;-1;;Himalayas
13977;13978;impassable;-1;-1;-1;-1;-1;;Himalayas
12730;13976;impassable;-1;-1;-1;-1;-1;;Himalayas
4435;8010;impassable;-1;-1;-1;-1;-1;;Himalayas
12338;8010;impassable;-1;-1;-1;-1;-1;;Himalayas
4558;14292;impassable;-1;-1;-1;-1;-1;;Pakistan-Afghanistan Border
4558;7519;impassable;-1;-1;-1;-1;-1;;Pakistan-Afghanistan Border
2084;7519;impassable;-1;-1;-1;-1;-1;;Pakistan-Afghanistan Border
10821;7519;impassable;-1;-1;-1;-1;-1;;Pakistan-Afghanistan Border
7975;8090;impassable;-1;-1;-1;-1;-1;;Pakistan-Afghanistan Border
8044;8090;impassable;-1;-1;-1;-1;-1;;Pakistan-Afghanistan Border
8044;14690;impassable;-1;-1;-1;-1;-1;;Pakistan-Afghanistan Border
8044;14905;impassable;-1;-1;-1;-1;-1;;Pakistan-Afghanistan Border
4558;14915;impassable;-1;-1;-1;-1;-1;;Pakistan-Afghanistan Border
12763;14915;impassable;-1;-1;-1;-1;-1;;Pakistan-Afghanistan Border
15190;7519;impassable;-1;-1;-1;-1;-1;;Pakistan-Afghanistan Border
14686;14384;impassable;-1;-1;-1;-1;-1;;Pakistan-Afghanistan Border
14686;8044;impassable;-1;-1;-1;-1;-1;;Pakistan-Afghanistan Border
14687;14384;impassable;-1;-1;-1;-1;-1;;Pakistan-Afghanistan Border
14687;15215;impassable;-1;-1;-1;-1;-1;;Pakistan-Afghanistan Border
14682;15215;impassable;-1;-1;-1;-1;-1;;Pakistan-Afghanistan Border
14682;5075;impassable;-1;-1;-1;-1;-1;;Pakistan-Afghanistan Border
2101;5075;impassable;-1;-1;-1;-1;-1;;Pakistan-Afghanistan Border
3898;6931;impassable;-1;-1;-1;-1;-1;;Pyrenees
3898;15362;impassable;-1;-1;-1;-1;-1;;Pyrenees
3899;3915;impassable;-1;-1;-1;-1;-1;;Pyrenees
15362;3915;impassable;-1;-1;-1;-1;-1;;Pyrenees
15362;6931;impassable;-1;-1;-1;-1;-1;;Pyrenees
3899;899;impassable;-1;-1;-1;-1;-1;;Pyrenees
3899;897;impassable;-1;-1;-1;-1;-1;;Pyrenees
899;9882;impassable;-1;-1;-1;-1;-1;;Pyrenees
915;9882;impassable;-1;-1;-1;-1;-1;;Pyrenees
915;9884;impassable;-1;-1;-1;-1;-1;;Pyrenees
11838;9884;impassable;-1;-1;-1;-1;-1;;Pyrenees
11838;11697;impassable;-1;-1;-1;-1;-1;;Pyrenees
3931;11697;impassable;-1;-1;-1;-1;-1;;Pyrenees
11570;9587;impassable;-1;-1;-1;-1;-1;;Swiss-Italian Alps
6661;3662;impassable;-1;-1;-1;-1;-1;;Swiss-Italian Alps
6661;16864;impassable;-1;-1;-1;-1;-1;;Swiss-Italian Alps
6661;11568;impassable;-1;-1;-1;-1;-1;;Swiss-Italian Alps
11587;3776;impassable;-1;-1;-1;-1;-1;;Swiss-Italian Alps
11587;3662;impassable;-1;-1;-1;-1;-1;;Swiss-Italian Alps
11587;3660;impassable;-1;-1;-1;-1;-1;;Swiss-Italian Alps
6675;3660;impassable;-1;-1;-1;-1;-1;;Swiss-Italian Alps
6675;6631;impassable;-1;-1;-1;-1;-1;;Swiss-Italian Alps
6675;11587;impassable;-1;-1;-1;-1;-1;;Swiss-Italian Alps
611;9587;impassable;-1;-1;-1;-1;-1;;Swiss-Italian Alps
3612;611;impassable;-1;-1;-1;-1;-1;;Swiss-Italian Alps
661;6635;impassable;-1;-1;-1;-1;-1;;Swiss-Italian Alps
3641;6635;impassable;-1;-1;-1;-1;-1;;Swiss-Italian Alps
9600;6635;impassable;-1;-1;-1;-1;-1;;Swiss-Italian Alps
6661;3641;impassable;-1;-1;-1;-1;-1;;Swiss-Italian Alps
9584;3641;impassable;-1;-1;-1;-1;-1;;Swiss-Italian Alps
6661;13367;impassable;-1;-1;-1;-1;-1;;Swiss-Italian Alps
3660;6678;impassable;-1;-1;-1;-1;-1;;Swiss-Austrian Alps
3660;6680;impassable;-1;-1;-1;-1;-1;;Swiss-Austrian Alps
658;6680;impassable;-1;-1;-1;-1;-1;;Swiss-Austrian Alps
611;9738;impassable;-1;-1;-1;-1;-1;;Aosta Valley
611;11570;impassable;-1;-1;-1;-1;-1;;Aosta Valley
611;9745;impassable;-1;-1;-1;-1;-1;;Aosta Valley
656;11598;impassable;-1;-1;-1;-1;-1;;Austrian-Italian Alps
656;671;impassable;-1;-1;-1;-1;-1;;Austrian-Italian Alps
656;6673;impassable;-1;-1;-1;-1;-1;;Austrian-Italian Alps
656;9598;impassable;-1;-1;-1;-1;-1;;Austrian-Italian Alps
656;9613;impassable;-1;-1;-1;-1;-1;;Austrian-Italian Alps
656;3657;impassable;-1;-1;-1;-1;-1;;Austrian-Italian Alps
6656;9598;impassable;-1;-1;-1;-1;-1;;Austrian-Italian Alps
16863;9598;impassable;-1;-1;-1;-1;-1;;Austrian-Italian Alps
9613;6673;impassable;-1;-1;-1;-1;-1;;Austrian-Italian Alps
3631;6673;impassable;-1;-1;-1;-1;-1;;Austrian-Italian Alps
3631;9613;impassable;-1;-1;-1;-1;-1;;Austrian-Italian Alps
13206;11615;impassable;-1;-1;-1;-1;-1;;Austrian-Italian Alps
11618;11615;impassable;-1;-1;-1;-1;-1;;Austrian-Italian Alps
671;13206;impassable;-1;-1;-1;-1;-1;;Austrian-Italian Alps
13206;668;impassable;-1;-1;-1;-1;-1;;Austrian-Italian Alps
3675;668;impassable;-1;-1;-1;-1;-1;;Austrian-Italian Alps
3612;9618;impassable;-1;-1;-1;-1;-1;;Bernese Alps
9587;9618;impassable;-1;-1;-1;-1;-1;;Bernese Alps
672;6692;impassable;-1;-1;-1;-1;-1;;Caucasus Mountains
11617;6692;impassable;-1;-1;-1;-1;-1;;Caucasus Mountains
11647;6692;impassable;-1;-1;-1;-1;-1;;Caucasus Mountains
11647;9674;impassable;-1;-1;-1;-1;-1;;Caucasus Mountains
9663;9674;impassable;-1;-1;-1;-1;-1;;Caucasus Mountains
9663;6721;impassable;-1;-1;-1;-1;-1;;Caucasus Mountains
1455;6721;impassable;-1;-1;-1;-1;-1;;Caucasus Mountains
1455;3698;impassable;-1;-1;-1;-1;-1;;Caucasus Mountains
672;11664;impassable;-1;-1;-1;-1;-1;;Caucasus Mountains
14085;11664;impassable;-1;-1;-1;-1;-1;;Caucasus Mountains
14085;6674;impassable;-1;-1;-1;-1;-1;;Caucasus Mountains
14084;6674;impassable;-1;-1;-1;-1;-1;;Caucasus Mountains
14084;9632;impassable;-1;-1;-1;-1;-1;;Caucasus Mountains
6763;3711;impassable;-1;-1;-1;-1;-1;;Caucasus Mountains
6763;7554;impassable;-1;-1;-1;-1;-1;;Caucasus Mountains
6763;1450;impassable;-1;-1;-1;-1;-1;;Caucasus Mountains
11645;1450;impassable;-1;-1;-1;-1;-1;;Caucasus Mountains
4545;1450;impassable;-1;-1;-1;-1;-1;;Caucasus Mountains
4545;4458;impassable;-1;-1;-1;-1;-1;;Caucasus Mountains
6436;7554;impassable;-1;-1;-1;-1;-1;;Caucasus Mountains
14082;7554;impassable;-1;-1;-1;-1;-1;;Caucasus Mountains
14082;3667;impassable;-1;-1;-1;-1;-1;;Caucasus Mountains
14081;7554;impassable;-1;-1;-1;-1;-1;;Caucasus Mountains
14082;11609;impassable;-1;-1;-1;-1;-1;;Caucasus Mountains
14082;9628;impassable;-1;-1;-1;-1;-1;;Caucasus Mountains
14082;9632;impassable;-1;-1;-1;-1;-1;;Caucasus Mountains
14082;1530;impassable;-1;-1;-1;-1;-1;;Caucasus Mountains
14082;4605;impassable;-1;-1;-1;-1;-1;;Caucasus Mountains
2041;14321;impassable;-1;-1;-1;-1;-1;;Kashmir
2084;4558;impassable;-1;-1;-1;-1;-1;;Kashmir
16789;14323;impassable;-1;-1;-1;-1;-1;;Kashmir
16789;2041;impassable;-1;-1;-1;-1;-1;;Kashmir
16789;10969;impassable;-1;-1;-1;-1;-1;;Kashmir
16789;16788;impassable;-1;-1;-1;-1;-1;;Kashmir
10969;16788;impassable;-1;-1;-1;-1;-1;;Kashmir
16789;14391;impassable;-1;-1;-1;-1;-1;;Kashmir
14321;16788;impassable;-1;-1;-1;-1;-1;;Kashmir
1910;10905;impassable;-1;-1;-1;-1;-1;;Kashmir
1910;16784;impassable;-1;-1;-1;-1;-1;;Kashmir
10905;14320;impassable;-1;-1;-1;-1;-1;;Kashmir
10905;16785;impassable;-1;-1;-1;-1;-1;;Kashmir
10905;16788;impassable;-1;-1;-1;-1;-1;;Kashmir
16784;16785;impassable;-1;-1;-1;-1;-1;;Kashmir
14320;16786;impassable;-1;-1;-1;-1;-1;;Kashmir
2205;16786;impassable;-1;-1;-1;-1;-1;;Kashmir
10969;16786;impassable;-1;-1;-1;-1;-1;;Kashmir
8005;16786;impassable;-1;-1;-1;-1;-1;;Kashmir
7316;16786;impassable;-1;-1;-1;-1;-1;;Kashmir
2205;7316;impassable;-1;-1;-1;-1;-1;;Kashmir
10969;14323;impassable;-1;-1;-1;-1;-1;;Kashmir
4041;12414;impassable;-1;-1;-1;-1;-1;;Sichuan
4041;5030;impassable;-1;-1;-1;-1;-1;;Sichuan
5030;7948;impassable;-1;-1;-1;-1;-1;;Sichuan
16691;4041;impassable;-1;-1;-1;-1;-1;;Sichuan
8072;7948;impassable;-1;-1;-1;-1;-1;;Sichuan
7418;7948;impassable;-1;-1;-1;-1;-1;;Sichuan
7418;15186;impassable;-1;-1;-1;-1;-1;;Sichuan
2091;4167;impassable;-1;-1;-1;-1;-1;;Sichuan
2091;4295;impassable;-1;-1;-1;-1;-1;;Sichuan
7256;4295;impassable;-1;-1;-1;-1;-1;;Sichuan
15189;7418;impassable;-1;-1;-1;-1;-1;;Sichuan
15189;4167;impassable;-1;-1;-1;-1;-1;;Sichuan
10781;12248;impassable;-1;-1;-1;-1;-1;;Afghan Internal Mountains
10781;10826;impassable;-1;-1;-1;-1;-1;;Afghan Internal Mountains
10781;14912;impassable;-1;-1;-1;-1;-1;;Afghan Internal Mountains
10826;14292;impassable;-1;-1;-1;-1;-1;;Afghan Internal Mountains
14915;14292;impassable;-1;-1;-1;-1;-1;;Afghan Internal Mountains
1577;1248;impassable;-1;-1;-1;-1;-1;;Annamite Mountains
4554;1248;impassable;-1;-1;-1;-1;-1;;Annamite Mountains
4596;1248;impassable;-1;-1;-1;-1;-1;;Annamite Mountains
4554;7229;impassable;-1;-1;-1;-1;-1;;Annamite Mountains
7426;7229;impassable;-1;-1;-1;-1;-1;;Annamite Mountains
7426;10309;impassable;-1;-1;-1;-1;-1;;Annamite Mountains
12210;4379;impassable;-1;-1;-1;-1;-1;;Annamite Mountains
10238;4379;impassable;-1;-1;-1;-1;-1;;Annamite Mountains
10195;4379;impassable;-1;-1;-1;-1;-1;;Annamite Mountains
10195;1302;impassable;-1;-1;-1;-1;-1;;Annamite Mountains
10195;7280;impassable;-1;-1;-1;-1;-1;;Annamite Mountains
4260;7280;impassable;-1;-1;-1;-1;-1;;Annamite Mountains
4260;12297;impassable;-1;-1;-1;-1;-1;;Annamite Mountains
4397;4260;impassable;-1;-1;-1;-1;-1;;Annamite Mountains
1362;9988;impassable;-1;-1;-1;-1;-1;;Annamite Mountains
10326;9988;impassable;-1;-1;-1;-1;-1;;Annamite Mountains
9961;9988;impassable;-1;-1;-1;-1;-1;;Annamite Mountains
9961;10129;impassable;-1;-1;-1;-1;-1;;Annamite Mountains
7218;10129;impassable;-1;-1;-1;-1;-1;;Annamite Mountains
7218;10103;impassable;-1;-1;-1;-1;-1;;Annamite Mountains
4529;7218;impassable;-1;-1;-1;-1;-1;;Annamite Mountains
4529;12392;impassable;-1;-1;-1;-1;-1;;Annamite Mountains
15116;14667;impassable;-1;-1;-1;-1;-1;;Arabia-Levant Border
15116;4440;impassable;-1;-1;-1;-1;-1;;Arabia-Levant Border
10815;4440;impassable;-1;-1;-1;-1;-1;;Arabia-Levant Border
6207;11118;impassable;-1;-1;-1;-1;-1;;Norway-Sweden Scandes
3111;11118;impassable;-1;-1;-1;-1;-1;;Norway-Sweden Scandes
9066;11118;impassable;-1;-1;-1;-1;-1;;Norway-Sweden Scandes
9066;6173;impassable;-1;-1;-1;-1;-1;;Norway-Sweden Scandes
168;6173;impassable;-1;-1;-1;-1;-1;;Norway-Sweden Scandes
168;11173;impassable;-1;-1;-1;-1;-1;;Norway-Sweden Scandes
168;3098;impassable;-1;-1;-1;-1;-1;;Norway-Sweden Scandes
6185;3098;impassable;-1;-1;-1;-1;-1;;Norway-Sweden Scandes
9171;3098;impassable;-1;-1;-1;-1;-1;;Norway-Sweden Scandes
9171;9069;impassable;-1;-1;-1;-1;-1;;Norway-Sweden Scandes
9171;9208;impassable;-1;-1;-1;-1;-1;;Norway-Sweden Scandes
6152;173;impassable;-1;-1;-1;-1;-1;;Norway-Sweden Scandes
15840;9208;impassable;-1;-1;-1;-1;-1;;Norway-Sweden Scandes
173;15851;impassable;-1;-1;-1;-1;-1;;Norway-Sweden Scandes
6214;15851;impassable;-1;-1;-1;-1;-1;;Norway-Sweden Scandes
6214;15859;impassable;-1;-1;-1;-1;-1;;Norway-Sweden Scandes
